DateTime,Load Demand (kWh),PV Production (kWh),Energy Exported to Grid (kWh),Energy Imported from Grid (kWh),Hydrogen Production (kg),Fuel Cell Output (kWh),Ambient Temperature (°C),Electrolyser Power (kW),Electrolyser Efficiency (%),PV Efficiency (%),Fuel Cell Electrical Efficiency (%),Converter Efficiency (%),Solar Irradiance (W/m^2),Hydrogen Supply to Fuel Cell (kg),Hydrogen Consumption Rate (kg/kWh),Hydrogen Discharge to Storage (kg),Hydrogen Flow from Tank to FC (kg),Building Load Demand (kWh),E_PV2EZ (kWh),E_NT2FC (kWh),LCOH ($/kg),LCOS ($/kWh),Electrolyzer Losses (kWh),Converter Losses (kWh),Storage Losses (kg),Balance of Plant (BoP) (kWh),Month
2023-03-11 2:00,18554.99,1.36,41.99,117.31,32.15,20.64,21.73,278.99,61.31,13.21,41.05,94.75,6.07,1.44,0.07,30.71,1.44,9277.5,0.9731,20.64,4.1385,0.1832,0.143,1503.2897,0.8539,572.2222,March
2023-03-11 3:00,16029.84,7.37,71.98,42.14,22.73,32.84,18.69,183.77,61.71,14.18,43.19,95.48,7.7,2.3,0.07,20.43,2.3,8014.92,5.1119,32.84,4.229,0.248,0.5565,1232.838,0.8983,613.0703,March
2023-03-11 4:00,19967.89,1.42,79.73,128.39,29.37,34.08,24.73,167.14,63.08,13.65,43.69,94.55,6.51,2.39,0.07,26.98,2.39,9983.94,0.9163,34.08,2.6139,0.1439,0.063,1707.7501,0.7634,531.1786,March
2023-03-11 5:00,17153.33,7.3,99.96,153.17,44.68,12.5,21.74,212.1,60.31,14.43,44.2,94.67,9.73,0.88,0.07,43.8,0.88,8576.67,4.6035,12.5,2.8076,0.2514,0.5384,985.6833,2.0275,717.1746,March
2023-03-11 6:00,16510.06,4.53,62.92,36.45,33.1,33.45,23.27,147.32,60.42,14.37,42.43,94.2,7.1,2.34,0.07,30.76,2.34,8255.03,2.8794,33.45,4.3698,0.14,0.3256,974.5999,1.1986,637.0113,March
2023-03-11 7:00,15395.87,1259.08,94.21,76.51,45.71,12.83,20.7,639.88,63.12,14.46,42.49,95.4,977.04,0.9,0.07,44.81,0.9,7697.94,862.3076,12.83,3.6998,0.2333,120.0544,826.7546,1.1071,728.4463,March
2023-03-11 8:00,19994.47,961.55,13.5,125.85,29.16,22.56,32.84,1453.64,61.82,14.23,41.16,95.62,527.67,1.58,0.07,27.58,1.58,9997.24,608.8381,22.56,3.0928,0.2384,47.3953,1129.7011,1.1067,593.5235,March
2023-03-11 9:00,15694.22,685.67,59.07,178.71,38.43,11.45,21.71,1485.45,60.79,13.85,44.46,94.4,688.37,0.8,0.07,37.63,0.8,7847.11,520.8368,11.45,3.4299,0.272,46.9208,1286.656,1.4778,590.202,March
2023-03-11 10:00,19481.74,1149.84,78.36,171.35,28.83,29.83,40.89,626.46,60.99,13.02,41.46,94.19,963.66,2.09,0.07,26.74,2.09,9740.87,892.258,29.83,3.2833,0.1516,117.7847,1917.9636,0.72,742.2095,March
2023-03-11 11:00,15586.57,710.79,51.49,12.8,46.9,36.9,42.55,630.41,62.73,13.37,44.98,95.09,415.0,2.58,0.07,44.32,2.58,7793.28,560.7478,36.9,4.401,0.2407,30.3123,950.1145,0.953,721.2933,March
2023-03-11 12:00,18397.55,322.05,73.83,116.61,37.89,24.05,21.68,1220.75,62.01,13.59,43.82,94.88,867.37,1.68,0.07,36.21,1.68,9198.78,202.9502,24.05,3.8515,0.2796,21.948,1213.6171,1.7798,695.6873,March
2023-03-11 13:00,17015.76,779.37,12.32,129.5,39.91,21.81,21.85,958.56,61.83,13.42,42.3,94.21,321.72,1.53,0.07,38.38,1.53,8507.88,510.5026,21.81,2.5463,0.1013,39.2752,868.0142,1.432,753.5122,March
2023-03-11 14:00,16827.39,1377.08,88.78,79.19,25.32,24.87,44.13,649.23,64.71,13.43,42.96,95.23,433.24,1.74,0.07,23.58,1.74,8413.7,894.6054,24.87,4.1512,0.1905,72.6551,1233.9834,1.1057,613.2957,March
2023-03-11 15:00,17798.66,687.25,21.42,137.06,25.81,30.32,33.98,1336.06,63.4,13.1,44.29,95.32,925.89,2.12,0.07,23.69,2.12,8899.33,506.2659,30.32,4.2735,0.1255,57.3183,1557.5574,1.0065,395.5229,March
2023-03-11 16:00,16627.33,1102.12,30.18,19.25,24.19,17.68,34.4,603.86,62.61,13.11,42.04,94.77,810.61,1.24,0.07,22.95,1.24,8313.67,811.8968,17.68,3.0064,0.2612,46.0647,1156.2699,0.8426,401.804,March
2023-03-11 17:00,18968.53,223.22,57.47,172.69,22.37,32.33,44.27,504.99,63.39,13.38,41.55,95.22,476.53,2.26,0.07,20.11,2.26,9484.26,168.0393,32.33,3.1749,0.2778,22.3215,1065.684,0.7469,667.0923,March
2023-03-11 18:00,16177.87,634.06,68.06,191.88,48.74,30.99,37.39,1264.63,64.79,13.88,43.98,94.77,931.91,2.17,0.07,46.57,2.17,8088.94,464.6446,30.99,4.4301,0.1059,27.5102,951.6613,1.9891,485.8884,March
2023-03-11 19:00,17079.84,3.3,32.53,104.5,37.07,28.21,15.31,108.14,63.45,13.14,40.72,94.27,6.65,1.97,0.07,35.1,1.97,8539.92,2.5826,28.21,3.7152,0.1344,0.3199,909.6467,1.7023,813.9188,March
2023-03-11 20:00,18507.33,5.87,27.03,139.43,37.61,14.75,23.64,265.53,62.78,13.26,43.77,95.16,5.27,1.03,0.07,36.58,1.03,9253.67,4.2833,14.75,3.2254,0.1754,0.3978,1571.8067,1.1931,716.3218,March
2023-03-11 21:00,15255.23,3.42,87.43,157.81,28.78,19.11,20.71,170.79,60.32,13.36,42.95,95.94,5.3,1.34,0.07,27.44,1.34,7627.62,2.0544,19.11,4.2971,0.1438,0.2652,799.1625,0.8638,592.2353,March
2023-03-11 22:00,15639.93,6.32,63.31,48.05,21.43,21.51,18.88,171.0,62.51,13.73,42.54,95.93,8.31,1.51,0.07,19.92,1.51,7819.96,4.2297,21.51,3.878,0.229,0.2494,1094.461,0.4451,571.1669,March
2023-03-11 23:00,16093.09,6.56,72.2,117.73,48.14,30.29,16.53,253.6,60.24,14.74,40.59,95.74,2.02,2.12,0.07,46.02,2.12,8046.54,4.556,30.29,3.8899,0.2249,0.3301,1166.701,1.4811,789.1239,March
2023-03-12 0:00,17311.43,7.11,81.14,25.6,20.96,26.93,15.41,293.53,64.11,14.64,40.72,95.17,7.48,1.89,0.07,19.07,1.89,8655.72,4.8634,26.93,3.8746,0.2491,0.4012,1501.694,0.752,849.4961,March
2023-03-12 1:00,18421.07,5.49,57.21,191.93,41.3,12.2,23.4,292.15,62.09,14.26,43.42,95.77,0.98,0.85,0.07,40.45,0.85,9210.54,4.1762,12.2,3.1547,0.269,0.4405,1524.7292,1.8203,408.2969,March
2023-03-12 2:00,18107.76,3.74,92.17,193.2,45.0,13.1,19.77,140.1,64.68,14.54,41.48,94.81,8.87,0.92,0.07,44.08,0.92,9053.88,2.6668,13.1,2.6698,0.2475,0.3253,1639.3906,1.6449,666.0979,March
2023-03-12 3:00,18143.21,2.48,34.51,83.11,38.03,32.64,16.06,295.43,63.43,14.44,40.61,95.0,0.73,2.28,0.07,35.75,2.28,9071.6,1.5337,32.64,3.4514,0.1333,0.2273,1762.8845,1.2623,587.1547,March
2023-03-12 4:00,18991.82,4.93,68.96,33.46,42.37,28.43,20.08,129.8,60.15,14.55,44.3,94.24,3.74,1.99,0.07,40.38,1.99,9495.91,3.1776,28.43,2.6767,0.1839,0.4709,1087.7249,1.779,675.442,March
2023-03-12 5:00,19901.56,1.31,29.59,48.5,28.78,16.39,19.82,293.1,63.66,13.44,40.39,94.47,0.1,1.15,0.07,27.63,1.15,9950.78,0.8934,16.39,3.3955,0.207,0.0973,1141.067,0.8443,742.8343,March
2023-03-12 6:00,18824.13,0.26,62.06,187.64,34.0,36.33,18.17,140.66,62.04,13.97,43.02,95.0,4.56,2.54,0.07,31.46,2.54,9412.06,0.1872,36.33,3.8065,0.2363,0.0129,1455.8443,0.8598,817.2121,March
2023-03-12 7:00,18534.54,54.88,36.88,158.74,25.34,35.05,35.76,1255.85,64.37,14.14,44.73,94.97,528.91,2.45,0.07,22.89,2.45,9267.27,39.9842,35.05,3.1242,0.1175,3.7739,1439.3008,1.2023,441.4799,March
2023-03-12 8:00,15829.98,413.65,85.76,12.68,20.91,16.16,32.53,556.27,61.72,13.72,43.46,95.79,333.56,1.13,0.07,19.78,1.13,7914.99,274.4664,16.16,4.481,0.2199,32.2699,1087.2915,0.5274,722.0037,March
2023-03-12 9:00,18951.47,728.1,13.01,14.09,21.49,26.33,38.48,1426.48,63.13,13.72,40.76,94.44,394.54,1.84,0.07,19.65,1.84,9475.74,559.3485,26.33,4.3732,0.1676,30.3508,1408.3084,1.0035,753.4317,March
2023-03-12 10:00,15405.62,852.52,71.19,182.42,45.32,10.6,27.29,1125.24,64.58,14.93,41.89,95.56,909.95,0.74,0.07,44.58,0.74,7702.81,620.5206,10.6,3.697,0.1564,72.5121,1423.7813,1.3109,464.0678,March
2023-03-12 11:00,19078.38,1466.36,99.18,132.47,27.89,38.91,40.39,1369.94,63.68,13.01,42.02,94.31,964.6,2.72,0.07,25.17,2.72,9539.19,1128.0786,38.91,2.787,0.2205,122.026,1513.5826,1.0342,628.0569,March
2023-03-12 12:00,16525.84,1274.72,41.55,143.74,31.9,38.28,40.23,755.33,60.26,13.15,41.61,94.04,843.35,2.68,0.07,29.22,2.68,8262.92,914.3338,38.28,3.8469,0.1928,82.5315,1308.5087,1.4666,823.7442,March
2023-03-12 13:00,18058.34,372.82,87.91,196.17,49.11,26.41,28.19,1234.3,62.97,14.43,40.85,94.27,927.67,1.85,0.07,47.26,1.85,9029.17,234.6781,26.41,4.0531,0.1425,16.2532,1081.7143,1.1385,563.3499,March
2023-03-12 14:00,19487.51,732.0,28.0,149.51,35.86,26.05,39.87,966.5,62.31,13.74,42.19,95.24,907.74,1.82,0.07,34.04,1.82,9743.75,439.9527,26.05,2.5937,0.276,48.6269,1337.5312,1.0611,765.6141,March
2023-03-12 15:00,16114.01,1258.54,67.19,113.73,36.29,36.11,21.44,560.05,63.19,13.49,40.13,94.19,509.23,2.53,0.07,33.76,2.53,8057.0,886.0648,36.11,3.2498,0.1163,98.2869,1510.5324,1.2712,367.7116,March
2023-03-12 16:00,17510.26,1098.52,85.24,77.3,34.47,11.94,37.64,564.99,61.89,13.79,43.08,95.98,434.37,0.84,0.07,33.63,0.84,8755.13,693.6625,11.94,3.0598,0.2263,81.6228,1704.1595,0.7643,625.7268,March
2023-03-12 17:00,17697.41,414.69,85.88,34.22,31.14,28.65,41.65,1276.12,62.26,14.22,44.88,94.19,893.76,2.01,0.07,29.13,2.01,8848.7,314.9147,28.65,3.0969,0.1182,46.859,1207.9224,0.7203,386.3377,March
2023-03-12 18:00,18993.55,1181.55,91.92,150.76,35.5,32.3,40.3,1106.28,64.99,13.38,41.5,94.31,217.63,2.26,0.07,33.24,2.26,9496.78,840.2884,32.3,3.9756,0.1266,114.5875,1589.8118,1.5814,571.999,March
2023-03-12 19:00,18629.02,8.66,91.42,21.77,23.15,10.42,24.95,197.02,64.27,14.77,41.67,94.52,1.6,0.73,0.07,22.42,0.73,9314.51,6.8102,10.42,3.6892,0.1441,0.7121,1294.2548,0.9637,588.3326,March
2023-03-12 20:00,17278.53,2.22,77.81,179.59,22.69,18.56,15.88,246.84,62.18,13.4,44.23,94.33,5.7,1.3,0.07,21.39,1.3,8639.26,1.5877,18.56,3.692,0.1671,0.0904,1692.8381,0.6808,792.8895,March
2023-03-12 21:00,19634.65,8.34,42.73,190.11,37.82,16.68,17.9,173.86,62.83,14.82,40.59,94.83,4.77,1.17,0.07,36.65,1.17,9817.33,5.6464,16.68,3.7116,0.2241,0.4019,1051.1293,1.3735,914.7785,March
2023-03-12 22:00,16597.08,6.01,33.67,90.18,46.28,12.07,17.74,118.23,64.19,13.51,41.2,94.34,8.69,0.84,0.07,45.44,0.84,8298.54,4.537,12.07,4.0936,0.29,0.6533,883.7472,1.6458,465.4639,March
2023-03-12 23:00,16866.97,7.98,16.86,118.35,23.61,18.69,21.72,100.8,63.6,13.89,42.42,95.06,3.94,1.31,0.07,22.3,1.31,8433.48,4.9118,18.69,3.1183,0.2797,0.4089,1336.9865,0.8298,596.4666,March
2023-03-13 0:00,17340.55,5.19,90.48,173.76,45.83,35.9,20.94,174.87,61.1,13.89,44.23,94.09,6.76,2.51,0.07,43.32,2.51,8670.28,3.6895,35.9,3.14,0.1371,0.5298,1102.7713,0.9698,350.6036,March
2023-03-13 1:00,16475.26,8.69,28.9,54.49,44.1,37.6,20.28,243.9,60.2,14.79,43.66,95.65,6.54,2.63,0.07,41.47,2.63,8237.63,5.8714,37.6,3.3563,0.206,0.8364,1224.5153,2.0539,632.3766,March
2023-03-13 2:00,18023.23,7.51,13.42,140.99,40.53,34.71,21.49,182.7,61.13,13.78,43.48,94.23,0.03,2.43,0.07,38.1,2.43,9011.62,5.7971,34.71,3.3299,0.2369,0.7318,1539.6951,0.8648,634.6262,March
2023-03-13 3:00,18552.58,7.21,32.72,179.0,28.09,22.56,17.55,289.43,62.67,13.5,44.44,95.49,2.97,1.58,0.07,26.51,1.58,9276.29,5.4517,22.56,3.8985,0.1433,0.6969,1007.8153,0.9175,750.8437,March
2023-03-13 4:00,18582.31,2.79,93.44,62.98,30.1,27.66,21.03,101.61,62.46,14.55,41.9,94.9,0.24,1.94,0.07,28.16,1.94,9291.16,1.7431,27.66,2.684,0.1614,0.1155,944.875,0.6964,844.1206,March
2023-03-13 5:00,18186.28,8.38,41.34,177.02,47.8,11.59,15.59,183.61,63.32,14.28,43.97,95.35,1.39,0.81,0.07,46.99,0.81,9093.14,5.5976,11.59,3.0025,0.1452,0.3404,1400.4038,1.4852,619.5327,March
2023-03-13 6:00,17597.11,7.5,17.22,21.36,32.96,12.3,16.24,216.58,61.67,14.29,41.64,94.7,5.77,0.86,0.07,32.1,0.86,8798.56,5.1751,12.3,3.4234,0.2492,0.2773,1143.8006,1.1903,616.5332,March
2023-03-13 7:00,19692.6,224.44,16.67,67.79,38.62,12.05,33.8,997.63,61.84,14.43,43.31,95.88,900.73,0.84,0.07,37.78,0.84,9846.3,175.179,12.05,2.8115,0.2433,11.0973,1872.778,1.7028,458.9769,March
2023-03-13 8:00,18022.58,1464.54,42.34,33.57,33.58,20.42,31.01,1028.8,61.24,14.05,44.19,94.23,584.83,1.43,0.07,32.15,1.43,9011.29,1073.0279,20.42,3.6069,0.1889,146.9252,1556.7034,1.6586,828.6685,March
2023-03-13 9:00,16241.26,64.71,80.54,96.54,47.72,11.69,41.39,1203.71,61.36,13.92,44.74,94.4,775.03,0.82,0.07,46.9,0.82,8120.63,46.8403,11.69,4.1682,0.1734,2.9538,1410.0463,2.3586,481.2283,March
2023-03-13 10:00,17976.89,1072.42,38.98,50.5,28.38,31.44,31.7,1292.32,62.2,14.76,42.01,94.31,296.95,2.2,0.07,26.18,2.2,8988.44,802.8207,31.44,3.1355,0.2764,110.0414,1013.8169,0.7497,855.5016,March
2023-03-13 11:00,17645.21,190.09,63.19,115.01,26.59,14.25,33.98,1094.96,64.25,13.97,40.87,94.06,689.65,1.0,0.07,25.59,1.0,8822.6,132.1684,14.25,2.645,0.2129,19.6657,968.8571,1.326,835.3714,March
2023-03-13 12:00,17247.02,903.19,13.34,176.68,40.16,39.27,35.15,983.23,63.06,13.23,41.4,95.13,479.62,2.75,0.07,37.41,2.75,8623.51,550.7617,39.27,2.9125,0.1396,82.3735,982.8048,1.9071,749.347,March
2023-03-13 13:00,15499.8,1063.78,77.15,24.86,45.18,22.83,28.93,1200.56,61.93,14.4,40.5,94.53,302.99,1.6,0.07,43.58,1.6,7749.9,725.6671,22.83,2.81,0.2504,63.0401,876.1099,1.9102,612.5571,March
2023-03-13 14:00,17440.08,1049.69,17.45,34.06,26.69,18.02,23.92,1497.49,63.3,14.0,40.85,94.02,929.67,1.26,0.07,25.43,1.26,8720.04,727.8093,18.02,3.6508,0.1175,76.0179,920.7992,1.2865,633.7329,March
2023-03-13 15:00,19320.93,923.84,52.56,43.48,28.29,37.75,23.91,602.49,60.36,14.64,40.51,95.77,737.79,2.64,0.07,25.65,2.64,9660.46,710.9376,37.75,3.6692,0.1414,88.362,1580.8853,1.1188,607.2384,March
2023-03-13 16:00,15244.91,1072.68,50.97,88.39,20.93,33.23,44.16,1148.17,61.7,14.1,43.03,94.97,388.89,2.33,0.07,18.6,2.33,7622.46,724.1327,33.23,2.6566,0.2686,49.9079,847.8922,0.595,368.47,March
2023-03-13 17:00,15232.62,70.37,51.16,12.76,26.79,11.11,44.76,836.48,64.19,13.52,42.14,95.93,261.38,0.78,0.07,26.01,0.78,7616.31,52.0665,11.11,3.7664,0.121,3.2738,1453.2369,1.3244,568.4512,March
2023-03-13 18:00,19364.17,231.08,38.51,37.94,40.81,35.42,37.91,1459.87,60.61,13.32,40.29,95.32,303.51,2.48,0.07,38.33,2.48,9682.08,173.8374,35.42,3.0753,0.2535,19.366,1301.4569,1.1681,457.9992,March
2023-03-13 19:00,17794.17,4.84,93.06,131.69,36.85,29.97,18.02,256.11,63.8,13.52,44.94,94.35,6.44,2.1,0.07,34.75,2.1,8897.08,3.5119,29.97,3.1216,0.2177,0.4852,1291.1454,1.6879,793.7564,March
2023-03-13 20:00,15530.78,9.19,29.45,77.84,29.06,11.28,16.46,127.16,63.64,13.59,42.51,95.12,8.93,0.79,0.07,28.27,0.79,7765.39,6.6438,11.28,2.8398,0.1082,0.9242,991.9191,0.7451,479.1438,March
2023-03-13 21:00,15880.12,4.61,16.92,117.9,27.95,21.95,21.98,102.57,60.08,13.19,40.52,94.89,1.17,1.54,0.07,26.41,1.54,7940.06,3.0492,21.95,3.2717,0.1854,0.1544,1090.4466,0.977,582.761,March
2023-03-13 22:00,18192.4,7.15,57.67,153.34,28.27,15.34,20.49,145.81,62.83,13.7,43.75,95.94,0.19,1.07,0.07,27.2,1.07,9096.2,4.5329,15.34,3.8094,0.224,0.5745,1291.6679,1.2541,689.8788,March
2023-03-13 23:00,16100.23,2.13,64.24,125.58,31.75,30.79,17.61,245.13,61.98,13.95,41.37,94.4,1.14,2.16,0.07,29.59,2.16,8050.12,1.7025,30.79,3.9445,0.2632,0.1109,1306.6147,1.2059,687.2166,March
2023-03-14 0:00,18754.8,8.36,18.68,70.72,41.56,37.87,24.26,286.95,64.26,13.27,41.22,94.08,1.51,2.65,0.07,38.91,2.65,9377.4,5.4988,37.87,4.088,0.2843,0.6216,1679.1322,0.905,505.0193,March
2023-03-14 1:00,15519.87,4.66,81.94,122.09,41.44,21.41,22.02,142.74,60.19,13.34,44.24,95.96,5.71,1.5,0.07,39.94,1.5,7759.94,3.1409,21.41,3.3357,0.1537,0.4469,1007.9185,1.7636,480.4716,March
2023-03-14 2:00,15923.5,0.11,92.36,28.36,45.72,35.98,16.29,220.35,63.53,13.54,43.99,95.9,9.37,2.52,0.07,43.2,2.52,7961.75,0.0722,35.98,4.1215,0.1473,0.0041,887.1992,1.6988,725.5234,March
2023-03-14 3:00,15135.43,5.77,48.37,24.86,26.05,10.7,23.84,184.96,60.23,13.28,41.31,95.06,5.6,0.75,0.07,25.3,0.75,7567.72,4.1871,10.7,4.0277,0.2581,0.5279,943.7452,0.6098,324.5746,March
2023-03-14 4:00,19938.78,5.05,87.54,66.61,39.26,36.7,22.31,241.63,60.36,13.42,42.07,95.44,3.44,2.57,0.07,36.69,2.57,9969.39,4.0394,36.7,3.9875,0.2505,0.2813,1450.0914,1.1353,893.7112,March
2023-03-14 5:00,19931.43,3.37,18.27,20.41,39.07,22.92,19.51,123.4,62.36,13.39,44.7,94.54,0.65,1.6,0.07,37.47,1.6,9965.72,2.3948,22.92,4.0191,0.1599,0.1364,1160.5135,0.8853,565.0519,March
2023-03-14 6:00,16409.37,2.23,76.57,148.09,21.1,27.32,24.83,173.62,64.71,13.56,43.16,94.27,4.63,1.91,0.07,19.19,1.91,8204.68,1.6597,27.32,2.8915,0.2644,0.1409,1062.2523,0.7794,545.0364,March
2023-03-14 7:00,16251.09,331.38,10.1,45.36,36.88,29.93,32.14,753.96,61.82,14.42,42.57,95.15,468.13,2.1,0.07,34.78,2.1,8125.54,230.8222,29.93,4.0472,0.1926,13.3611,890.2021,0.9456,373.1065,March
2023-03-14 8:00,15609.73,52.2,47.85,29.07,24.45,29.59,21.69,751.12,61.11,14.41,44.97,94.28,955.96,2.07,0.07,22.38,2.07,7804.86,39.7509,29.59,2.8932,0.186,5.4029,1225.6691,0.5108,534.2634,March
2023-03-14 9:00,17324.15,2.63,85.42,29.98,21.51,13.41,27.21,1245.44,63.94,13.46,41.79,95.17,987.91,0.94,0.07,20.57,0.94,8662.08,2.0891,13.41,3.8001,0.152,0.2589,1376.6113,0.5249,590.9243,March
2023-03-14 10:00,15049.25,249.09,29.38,124.48,30.37,31.94,35.84,651.51,62.62,14.24,40.38,95.05,418.56,2.24,0.07,28.13,2.24,7524.62,198.9532,31.94,3.7688,0.2649,22.2161,1492.0749,0.8299,610.1314,March
2023-03-14 11:00,17489.98,596.01,77.51,139.84,29.76,14.61,40.98,1166.5,62.0,14.89,43.37,94.21,713.87,1.02,0.07,28.74,1.02,8744.99,425.2343,14.61,3.0305,0.2797,45.4972,1256.6994,1.4326,504.4941,March
2023-03-14 12:00,16802.44,52.73,27.37,95.48,38.8,12.25,38.71,1195.67,64.24,13.17,42.23,94.62,964.36,0.86,0.07,37.94,0.86,8401.22,36.5554,12.25,3.9296,0.2034,4.0078,1430.0407,1.8632,785.8735,March
2023-03-14 13:00,15052.78,1169.1,66.01,163.14,38.91,20.26,41.74,503.45,64.27,13.64,42.28,95.25,843.61,1.42,0.07,37.49,1.42,7526.39,909.7062,20.26,2.5832,0.2121,93.2704,935.632,1.8031,304.5389,March
2023-03-14 14:00,16994.67,226.53,49.96,150.93,38.78,28.25,21.44,1091.19,62.25,15.0,44.42,95.55,516.97,1.98,0.07,36.8,1.98,8497.33,139.1862,28.25,4.1007,0.2218,11.7943,1564.237,1.2326,600.7419,March
2023-03-14 15:00,16833.75,1441.15,54.43,133.97,40.4,30.99,20.32,732.72,61.18,13.37,41.37,94.12,361.97,2.17,0.07,38.23,2.17,8416.88,1141.6989,30.99,3.8377,0.1616,128.2602,902.2352,1.5722,570.0789,March
2023-03-14 16:00,16968.76,64.91,66.6,151.04,37.42,28.19,32.54,613.81,62.77,14.43,44.9,94.76,787.63,1.97,0.07,35.45,1.97,8484.38,44.3563,28.19,3.7296,0.1127,4.5666,1689.4808,1.2488,412.6795,March
2023-03-14 17:00,18573.39,1115.82,50.89,110.18,47.85,19.64,35.73,1125.95,60.17,14.66,41.08,94.9,756.43,1.37,0.07,46.48,1.37,9286.7,849.8383,19.64,3.5402,0.173,47.0999,1584.996,2.335,387.6575,March
2023-03-14 18:00,16438.36,473.23,68.83,43.07,32.39,26.67,21.04,923.39,63.54,13.37,41.72,94.52,903.93,1.87,0.07,30.52,1.87,8219.18,357.8208,26.67,4.3148,0.1365,32.7928,947.9765,1.3969,463.6336,March
2023-03-14 19:00,16454.19,1.2,76.49,53.04,47.1,23.88,24.24,208.35,60.92,13.67,43.03,94.13,1.2,1.67,0.07,45.43,1.67,8227.09,0.8837,23.88,4.2929,0.1894,0.1067,1251.9749,1.5774,639.6332,March
2023-03-14 20:00,19314.57,7.43,39.06,75.88,43.21,33.88,17.82,188.37,62.55,14.57,42.39,94.74,2.32,2.37,0.07,40.84,2.37,9657.28,5.5257,33.88,2.6862,0.172,0.4216,1728.3081,1.9362,822.412,March
2023-03-14 21:00,18892.58,5.07,47.96,34.56,21.81,16.53,21.77,109.18,62.87,13.58,40.87,94.99,6.6,1.16,0.07,20.65,1.16,9446.29,3.8312,16.53,2.5395,0.1261,0.2743,1489.6901,0.5643,537.826,March
2023-03-14 22:00,18337.57,6.19,54.31,64.77,27.74,38.94,22.38,296.97,63.16,13.9,42.6,95.81,9.51,2.73,0.07,25.01,2.73,9168.78,4.4006,38.94,2.8093,0.2309,0.3307,1347.0003,1.2986,675.8202,March
2023-03-14 23:00,16663.44,6.57,77.75,147.8,39.77,24.12,17.75,203.85,64.96,13.34,44.86,94.13,8.68,1.69,0.07,38.08,1.69,8331.72,4.7467,24.12,3.6595,0.292,0.7118,1382.6171,1.4539,446.1215,March
2023-03-15 0:00,15099.3,1.64,87.88,183.93,45.12,22.19,16.36,252.98,61.9,14.69,44.47,95.23,7.84,1.55,0.07,43.57,1.55,7549.65,1.0568,22.19,3.3722,0.1337,0.1073,914.9343,1.321,507.6849,March
2023-03-15 1:00,18270.83,5.02,23.01,39.91,45.76,32.27,20.74,290.3,61.95,14.93,43.0,94.96,0.7,2.26,0.07,43.5,2.26,9135.42,3.5623,32.27,2.6407,0.2836,0.2769,1794.3021,1.0941,756.9138,March
2023-03-15 2:00,18963.58,6.57,14.47,132.82,46.32,39.44,21.8,214.19,64.34,13.1,42.56,94.51,8.73,2.76,0.07,43.56,2.76,9481.79,4.8426,39.44,4.055,0.1028,0.6247,1728.1935,1.7828,838.3231,March
2023-03-15 3:00,18627.52,2.24,62.73,45.07,35.5,28.64,20.16,272.69,61.23,13.1,40.61,95.71,6.78,2.0,0.07,33.5,2.0,9313.76,1.7383,28.64,3.7115,0.2546,0.2375,1840.6557,1.324,511.2872,March
2023-03-15 4:00,18098.74,9.13,53.21,41.41,46.13,31.3,17.71,137.49,60.66,14.7,43.81,94.78,8.25,2.19,0.07,43.94,2.19,9049.37,5.7815,31.3,3.2184,0.2766,0.6076,1585.7228,1.6272,554.8134,March
2023-03-15 5:00,17848.25,7.15,95.19,72.48,31.15,22.06,21.23,107.98,63.57,13.09,44.72,94.5,0.82,1.54,0.07,29.61,1.54,8924.12,5.0423,22.06,3.159,0.122,0.7458,1523.4459,1.4862,776.4249,March
2023-03-15 6:00,15702.38,1.55,33.53,63.49,44.59,27.78,19.4,234.51,62.42,13.91,41.9,94.66,7.9,1.94,0.07,42.65,1.94,7851.19,0.9369,27.78,2.6726,0.2313,0.1223,1474.0383,1.1977,507.3414,March
2023-03-15 7:00,15858.33,1457.86,98.68,65.73,21.45,10.0,23.49,968.09,62.97,14.59,40.16,95.33,636.09,0.7,0.07,20.75,0.7,7929.16,875.4988,10.0,3.1934,0.154,99.5982,862.4116,0.4616,789.0281,March
2023-03-15 8:00,18313.35,1026.59,78.48,112.24,30.67,32.44,42.58,1000.29,63.47,13.52,42.94,95.1,885.02,2.27,0.07,28.4,2.27,9156.67,685.7008,32.44,3.8889,0.2911,66.0631,1587.0291,1.2079,733.1034,March
2023-03-15 9:00,17166.44,1197.25,42.5,16.42,48.56,33.26,23.64,1276.65,61.12,13.58,42.4,94.42,700.46,2.33,0.07,46.23,2.33,8583.22,862.4966,33.26,4.0857,0.2156,74.4207,917.6917,1.461,686.4891,March
2023-03-15 10:00,19581.64,1208.9,49.02,67.55,40.95,22.29,41.91,953.48,60.8,14.27,40.84,94.54,210.59,1.56,0.07,39.39,1.56,9790.82,795.0361,22.29,3.2264,0.2448,53.3216,1501.5875,1.2858,934.0616,March
2023-03-15 11:00,18699.54,187.79,62.6,129.19,36.67,18.4,23.39,533.38,62.03,14.88,44.32,94.7,467.71,1.29,0.07,35.38,1.29,9349.77,145.3366,18.4,4.3109,0.1763,20.89,1654.9721,1.0715,674.2593,March
2023-03-15 12:00,15446.67,149.82,62.19,115.91,36.99,37.15,39.21,558.23,62.13,14.77,43.5,95.16,835.83,2.6,0.07,34.39,2.6,7723.34,99.8688,37.15,3.9718,0.1267,5.7835,1063.9431,1.402,679.1748,March
